Data	Diária Do dia	Diária No ano	Acumulada Mês	Acumulada Ano	Acumulada  30 dias	Acumulada  12 meses	Acumulada Diária
04/09/2024	0,03927	10,4	0,1179	7,2182	0,9071	11,2209	136,2166729
05/09/2024	0,03927	10,4	0,1572	7,2603	0,9071	11,21	136,2701652
06/09/2024	0,03927	10,4	0,1965	7,3025	0,9071	11,1991	136,3236785
09/09/2024	0,03927	10,4	0,2358	7,3446	0,8279	11,1883	136,3772128
10/09/2024	0,03927	10,4	0,2752	7,3868	0,8675	11,1774	136,4307682
11/09/2024	0,03927	10,4	0,3146	7,4289	0,9071	11,1666	136,4843445
12/09/2024	0,03927	10,4	0,354	7,4711	0,9071	11,1557	136,5379419
13/09/2024	0,03927	10,4	0,3934	7,5133	0,9071	11,1449	136,5915604
16/09/2024	0,03927	10,4	0,4328	7,5555	0,8279	11,134	136,6451999
17/09/2024	0,03927	10,4	0,4723	7,5978	0,8675	11,1232	136,6988605
18/09/2024	0,03927	10,4	0,5117	7,64	0,9071	11,1123	136,7525421
19/09/2024	0,040168	10,65	0,5521	7,6833	0,908	11,1025	136,8074729
20/09/2024	0,040168	10,65	0,5925	7,7265	0,9089	11,0946	136,8624257
23/09/2024	0,040168	10,65	0,6329	7,7698	0,8306	11,0867	136,9174006
24/09/2024	0,040168	10,65	0,6733	7,8131	0,8711	11,0788	136,9723976
25/09/2024	0,040168	10,65	0,7137	7,8564	0,9116	11,0709	137,0274166
26/09/2024	0,040168	10,65	0,7542	7,8997	0,9125	11,063	137,0824578
27/09/2024	0,040168	10,65	0,7947	7,943	0,9135	11,0551	137,1375211
30/09/2024	0,040168	10,65	0,8351	7,9864	0,8351	11,0472	137,1926065
01/10/2024	0,040168	10,65	0,0402	8,0298	0,8361	11,0918	137,247714
02/10/2024	0,040168	10,65	0,0804	8,0732	0,8766	11,0839	137,3028437
03/10/2024	0,040168	10,65	0,1206	8,1166	0,8775	11,076	137,3579955
04/10/2024	0,040168	10,65	0,1608	8,16	0,8784	11,0681	137,4131694
07/10/2024	0,040168	10,65	0,201	8,2035	0,8397	11,0077	137,4683656
08/10/2024	0,040168	10,65	0,2412	8,2469	0,8802	11,0523	137,5235839
09/10/2024	0,040168	10,65	0,2815	8,2904	0,8811	11,0444	137,5788243
10/10/2024	0,040168	10,65	0,3218	8,3339	0,882	11,0365	137,634087
11/10/2024	0,040168	10,65	0,3621	8,3774	0,8829	11,0286	137,6893719
14/10/2024	0,040168	10,65	0,4024	8,4209	0,8442	11,0208	137,7446789
15/10/2024	0,040168	10,65	0,4427	8,4645	0,8847	11,0653	137,8000082
16/10/2024	0,040168	10,65	0,4831	8,5081	0,8856	11,0575	137,8553597
17/10/2024	0,040168	10,65	0,5234	8,5516	0,8865	11,0496	137,9107334
18/10/2024	0,040168	10,65	0,5638	8,5952	0,8874	11,0417	137,9661294
21/10/2024	0,040168	10,65	0,6042	8,6389	0,8469	10,9813	138,0215477
22/10/2024	0,040168	10,65	0,6446	8,6825	0,8874	11,0259	138,0769882
23/10/2024	0,040168	10,65	0,685	8,7262	0,8874	11,018	138,1324509
24/10/2024	0,040168	10,65	0,7255	8,7698	0,8874	11,0101	138,187936
25/10/2024	0,040168	10,65	0,7659	8,8135	0,8874	11,0022	138,2434433
28/10/2024	0,040168	10,65	0,8064	8,8572	0,8469	10,9419	138,2989729
29/10/2024	0,040168	10,65	0,8469	8,901	0,8874	10,9864	138,3545249
30/10/2024	0,040168	10,65	0,8874	8,9447	0,8874	10,9785	138,4100991
31/10/2024	0,040168	10,65	0,9279	8,9885	0,9279	10,9706	138,4656957
01/11/2024	0,040168	10,65	0,0402	9,0322	0,9279	10,9628	138,5213146
04/11/2024	0,040168	10,65	0,0804	9,076	0,8469	10,9568	138,5769558
05/11/2024	0,040168	10,65	0,1206	9,1198	0,8874	11,0014	138,6326194
06/11/2024	0,040168	10,65	0,1608	9,1637	0,9279	10,9955	138,6883054
07/11/2024	0,041957	11,15	0,2448	9,2553	0,9316	10,9876	138,7464948
08/11/2024	0,041957	11,15	0,2028	9,2095	0,9298	10,9915	138,8047087
11/11/2024	0,041957	11,15	0,2869	9,3011	0,8523	10,9331	138,862947
12/11/2024	0,041957	11,15	0,329	9,347	0,8946	10,9797	138,9212097
13/11/2024	0,041957	11,15	0,3711	9,3929	0,937	10,9757	138,9794969
14/11/2024	0,041957	11,15	0,4132	9,4388	0,9388	10,9718	139,0378085
18/11/2024	0,041957	11,15	0,4553	9,4847	0,819	10,9174	139,0961446
19/11/2024	0,041957	11,15	0,4975	9,5306	0,8614	10,9639	139,1545052
21/11/2024	0,041957	11,15	0,5396	9,5766	0,8632	10,9095	139,2128902
22/11/2024	0,041957	11,15	0,5818	9,6226	0,865	10,9055	139,2712998
25/11/2024	0,041957	11,15	0,624	9,6686	0,7858	10,8512	139,3297338
26/11/2024	0,041957	11,15	0,6662	9,7146	0,8281	10,8977	139,3881924
27/11/2024	0,041957	11,15	0,7085	9,7606	0,8704	10,8937	139,4466755
28/11/2024	0,041957	11,15	0,7507	9,8067	0,8722	10,8898	139,5051831
29/11/2024	0,041957	11,15	0,793	9,8527	0,874	10,8858	139,5637153
02/12/2024	0,041957	11,15	0,042	9,8988	0,7948	10,8315	139,6222721
03/12/2024	0,041957	11,15	0,0839	9,9449	0,8776	10,878	139,6808534
04/12/2024	0,041957	11,15	0,1259	9,9911	0,8389	10,874	139,7394593
05/12/2024	0,041957	11,15	0,1679	10,0372	0,8407	10,8701	139,7980898
06/12/2024	0,041957	11,15	0,21	10,0834	0,8425	10,8661	139,8567449
09/12/2024	0,041957	11,15	0,252	10,1296	0,8002	10,8118	139,9154246
10/12/2024	0,041957	11,15	0,2941	10,1758	0,8425	10,8583	139,9741289
11/12/2024	0,041957	11,15	0,3362	10,222	0,8425	10,8543	140,0328578
12/12/2024	0,045513	12,15	0,3818	10,2722	0,8461	10,8543	140,096591
13/12/2024	0,045513	12,15	0,4275	10,3224	0,8497	10,8543	140,1603531
16/12/2024	0,045513	12,15	0,4732	10,3726	0,8533	10,8078	140,2241443
